OrderID,Date,Category,Region,Channel,UnitsSold,UnitPrice,Discount,Revenue
102804,2023-03-27,Electronics,Central,Online,1,206.74,0.0,206.74
102805,2023-03-27,Beauty & Health,East,Online,1,25.77,0.05,24.48
102806,2023-03-27,Clothing,South,In-Store,1,27.62,0.0,27.62
102807,2023-03-27,Home & Garden,South,In-Store,1,68.17,0.05,64.76
102808,2023-03-27,Books & Media,East,Online,2,23.44,0.0,46.88
102800,2023-03-27,Clothing,East,Online,1,48.47,0.0,48.47
102810,2023-03-27,Clothing,East,Online,1,55.3,0.0,55.3
102811,2023-03-27,Clothing,West,Online,1,29.23,0.1,26.31
102812,2023-03-27,Home & Garden,South,In-Store,2,108.83,0.0,217.66
102813,2023-03-27,Clothing,South,In-Store,1,18.0,0.0,18.0
102814,2023-03-27,Clothing,North,In-Store,1,37.45,0.0,37.45
102815,2023-03-27,Clothing,North,Online,2,49.24,0.0,98.48
102816,2023-03-27,Sports & Outdoors,East,Online,1,49.35,0.0,49.35
102809,2023-03-27,Books & Media,Central,In-Store,1,22.5,0.0,22.5
102817,2023-03-27,Electronics,East,Online,1,219.52,0.0,219.52
102860,2023-03-28,Sports & Outdoors,South,Online,1,84.04,0.0,84.04
102861,2023-03-28,Beauty & Health,East,Online,1,45.13,0.0,45.13
102862,2023-03-28,Electronics,East,In-Store,1,262.2,0.0,262.2
102863,2023-03-28,Sports & Outdoors,West,In-Store,1,55.03,0.0,55.03
102864,2023-03-28,Electronics,Central,Online,1,202.76,0.05,192.62
102865,2023-03-28,Home & Garden,East,In-Store,1,62.71,0.0,62.71
102866,2023-03-28,Sports & Outdoors,East,Online,1,61.89,0.0,61.89
102871,2023-03-28,Beauty & Health,West,Online,1,33.77,0.0,33.77
102868,2023-03-28,Sports & Outdoors,East,Online,1,51.37,0.0,51.37
102869,2023-03-28,Clothing,West,Online,1,40.01,0.0,40.01
102872,2023-03-28,Sports & Outdoors,Central,Online,1,58.63,0.0,58.63
102873,2023-03-28,Electronics,West,Online,2,265.04,0.0,530.08
102874,2023-03-28,Electronics,South,In-Store,1,226.67,0.0,226.67
102875,2023-03-28,Clothing,West,In-Store,1,40.5,0.0,40.5
102859,2023-03-28,Electronics,North,Online,2,228.61,0.0,457.22
102867,2023-03-28,Home & Garden,East,In-Store,1,59.93,0.0,59.93
102858,2023-03-28,Beauty & Health,West,Online,2,33.33,0.05,63.33
102870,2023-03-28,Clothing,South,Online,1,57.57,0.0,57.57
102856,2023-03-28,Home & Garden,South,Online,2,78.37,0.0,156.74
102857,2023-03-28,Clothing,East,Online,1,42.73,0.1,38.46
102841,2023-03-28,Beauty & Health,South,In-Store,1,37.3,0.0,37.3
102842,2023-03-28,Electronics,West,Online,1,238.7,0.0,238.7
102843,2023-03-28,Sports & Outdoors,North,Online,1,65.91,0.0,65.91
102844,2023-03-28,Sports & Outdoors,South,In-Store,1,63.48,0.0,63.48
102845,2023-03-28,Sports & Outdoors,East,In-Store,1,66.68,0.0,66.68
102846,2023-03-28,Electronics,West,In-Store,1,280.64,0.0,280.64
102847,2023-03-28,Electronics,South,In-Store,1,210.53,0.0,210.53
102840,2023-03-28,Clothing,South,In-Store,1,40.74,0.0,40.74
102849,2023-03-28,Home & Garden,North,In-Store,1,63.26,0.0,63.26
102850,2023-03-28,Clothing,East,Online,1,43.46,0.0,43.46
102851,2023-03-28,Electronics,South,Online,1,244.8,0.0,244.8
102852,2023-03-28,Clothing,South,Online,1,36.1,0.0,36.1
102853,2023-03-28,Sports & Outdoors,North,Online,1,52.58,0.05,49.95
102854,2023-03-28,Sports & Outdoors,West,In-Store,1,68.15,0.0,68.15
102855,2023-03-28,Electronics,West,Online,2,336.91,0.0,673.82
102848,2023-03-28,Electronics,South,Online,1,178.08,0.05,169.18
102895,2023-03-29,Clothing,North,Online,1,47.2,0.0,47.2
102896,2023-03-29,Clothing,North,Online,2,59.72,0.0,119.44
102897,2023-03-29,Home & Garden,West,Online,1,86.21,0.0,86.21
102898,2023-03-29,Sports & Outdoors,East,Online,1,50.5,0.0,50.5
102899,2023-03-29,Home & Garden,Central,Online,3,94.83,0.0,284.49
102900,2023-03-29,Clothing,South,Online,1,44.21,0.0,44.21
102904,2023-03-29,Beauty & Health,East,Online,1,35.29,0.0,35.29
102902,2023-03-29,Sports & Outdoors,South,Online,1,62.78,0.0,62.78
102903,2023-03-29,Sports & Outdoors,South,In-Store,2,45.09,0.0,90.18
102905,2023-03-29,Clothing,Central,In-Store,1,55.12,0.0,55.12
102906,2023-03-29,Home & Garden,Central,Online,1,76.84,0.0,76.84
102907,2023-03-29,Sports & Outdoors,North,In-Store,1,49.95,0.0,49.95
102908,2023-03-29,Sports & Outdoors,East,Online,1,63.77,0.0,63.77
102894,2023-03-29,Home & Garden,South,In-Store,1,54.02,0.0,54.02
102901,2023-03-29,Clothing,South,Online,3,44.15,0.0,132.45
102893,2023-03-29,Clothing,East,Online,2,45.99,0.0,91.98
102889,2023-03-29,Sports & Outdoors,North,Online,1,54.98,0.0,54.98
102891,2023-03-29,Clothing,North,In-Store,1,41.39,0.0,41.39
102892,2023-03-29,Electronics,West,Online,1,353.56,0.0,353.56
102877,2023-03-29,Beauty & Health,West,In-Store,2,26.98,0.0,53.96
102878,2023-03-29,Beauty & Health,Central,In-Store,1,26.31,0.0,26.31
102879,2023-03-29,Sports & Outdoors,Central,Online,1,53.97,0.0,53.97
102880,2023-03-29,Sports & Outdoors,North,In-Store,1,62.03,0.0,62.03
102881,2023-03-29,Electronics,South,Online,1,199.83,0.0,199.83
102882,2023-03-29,Electronics,East,In-Store,2,244.5,0.0,489.0
102876,2023-03-29,Sports & Outdoors,Central,In-Store,1,35.62,0.05,33.84
102884,2023-03-29,Beauty & Health,Central,Online,2,41.86,0.0,83.72
102885,2023-03-29,Sports & Outdoors,East,In-Store,1,60.94,0.0,60.94
102886,2023-03-29,Clothing,South,Online,1,49.56,0.0,49.56
102887,2023-03-29,Beauty & Health,South,In-Store,1,40.43,0.0,40.43
102888,2023-03-29,Sports & Outdoors,North,In-Store,1,70.3,0.0,70.3
102890,2023-03-29,Home & Garden,North,In-Store,1,66.04,0.0,66.04
102883,2023-03-29,Electronics,East,In-Store,1,227.86,0.0,227.86
102925,2023-03-30,Books & Media,Central,In-Store,4,20.12,0.0,80.48
102926,2023-03-30,Electronics,East,Online,2,174.75,0.0,349.5
102936,2023-03-30,Electronics,North,In-Store,1,252.06,0.05,239.46
102928,2023-03-30,Sports & Outdoors,East,Online,1,65.22,0.0,65.22
102929,2023-03-30,Clothing,Central,Online,1,52.88,0.0,52.88
102933,2023-03-30,Books & Media,Central,In-Store,2,20.08,0.0,40.16
102931,2023-03-30,Clothing,West,Online,4,49.91,0.0,199.64
102932,2023-03-30,Home & Garden,South,In-Store,1,94.19,0.0,94.19
102934,2023-03-30,Home & Garden,East,Online,2,55.72,0.0,111.44
102935,2023-03-30,Clothing,Central,Online,1,26.37,0.0,26.37
102924,2023-03-30,Beauty & Health,South,In-Store,4,18.07,0.0,72.28
102930,2023-03-30,Electronics,South,In-Store,1,206.7,0.0,206.7
102923,2023-03-30,Beauty & Health,East,In-Store,1,39.88,0.0,39.88
102927,2023-03-30,Electronics,South,Online,1,215.28,0.0,215.28
102921,2023-03-30,Sports & Outdoors,West,In-Store,4,45.4,0.0,181.6
102922,2023-03-30,Books & Media,East,In-Store,2,16.66,0.0,33.32
102910,2023-03-30,Sports & Outdoors,Central,In-Store,1,73.28,0.0,73.28
102911,2023-03-30,Sports & Outdoors,North,Online,1,74.19,0.0,74.19
102912,2023-03-30,Books & Media,Central,Online,2,23.21,0.05,44.1
102913,2023-03-30,Clothing,West,Online,1,41.23,0.0,41.23
102914,2023-03-30,Clothing,South,In-Store,1,37.05,0.0,37.05
102909,2023-03-30,Electronics,North,Online,1,302.65,0.0,302.65
102916,2023-03-30,Beauty & Health,South,In-Store,1,41.45,0.05,39.38
102917,2023-03-30,Home & Garden,West,In-Store,4,76.6,0.0,306.4
102918,2023-03-30,Sports & Outdoors,South,Online,2,56.55,0.0,113.1
102919,2023-03-30,Home & Garden,West,Online,2,85.99,0.0,171.98
102920,2023-03-30,Books & Media,South,Online,1,21.47,0.0,21.47
102915,2023-03-30,Sports & Outdoors,East,In-Store,1,45.51,0.0,45.51
102973,2023-03-31,Beauty & Health,East,Online,1,49.56,0.0,49.56
102972,2023-03-31,Electronics,South,Online,1,246.62,0.0,246.62
102971,2023-03-31,Clothing,South,In-Store,3,41.9,0.0,125.7
102970,2023-03-31,Clothing,West,In-Store,2,25.41,0.0,50.82
102966,2023-03-31,Sports & Outdoors,Central,Online,2,81.18,0.0,162.36
102968,2023-03-31,Home & Garden,South,Online,1,66.48,0.0,66.48
102965,2023-03-31,Electronics,East,In-Store,3,183.1,0.0,549.3
102964,2023-03-31,Electronics,South,In-Store,1,318.43,0.0,318.43
102974,2023-03-31,Clothing,West,Online,1,45.0,0.0,45.0
102969,2023-03-31,Home & Garden,East,Online,1,123.24,0.0,123.24
102975,2023-03-31,Electronics,Central,In-Store,1,207.01,0.0,207.01
102982,2023-03-31,Sports & Outdoors,Central,Online,1,68.88,0.0,68.88
102977,2023-03-31,Home & Garden,North,In-Store,2,78.66,0.0,157.32
102978,2023-03-31,Clothing,Central,Online,1,45.5,0.0,45.5
102979,2023-03-31,Home & Garden,South,Online,1,82.52,0.0,82.52
102980,2023-03-31,Beauty & Health,North,In-Store,1,30.54,0.1,27.49
102981,2023-03-31,Home & Garden,South,Online,3,81.51,0.0,244.53
102963,2023-03-31,Clothing,East,Online,5,44.8,0.0,224.0
102983,2023-03-31,Clothing,North,Online,1,45.39,0.0,45.39
102984,2023-03-31,Clothing,North,Online,1,32.98,0.0,32.98
102985,2023-03-31,Beauty & Health,North,Online,1,36.36,0.0,36.36
102986,2023-03-31,Home & Garden,Central,Online,2,79.9,0.1,143.82
102976,2023-03-31,Books & Media,West,In-Store,2,19.84,0.0,39.68
102962,2023-03-31,Home & Garden,West,In-Store,5,76.08,0.0,380.4
102967,2023-03-31,Sports & Outdoors,East,In-Store,3,57.76,0.1,155.95
102960,2023-03-31,Home & Garden,East,In-Store,1,86.28,0.0,86.28
102961,2023-03-31,Electronics,East,Online,2,314.14,0.0,628.28
102938,2023-03-31,Sports & Outdoors,South,Online,1,73.83,0.0,73.83
102939,2023-03-31,Electronics,West,In-Store,2,221.05,0.0,442.1
102940,2023-03-31,Electronics,East,In-Store,2,195.78,0.0,391.56
102941,2023-03-31,Books & Media,North,Online,1,18.15,0.0,18.15
102942,2023-03-31,Sports & Outdoors,North,Online,1,48.63,0.0,48.63
102943,2023-03-31,Electronics,North,Online,1,206.63,0.0,206.63
102944,2023-03-31,Clothing,West,Online,1,45.81,0.0,45.81
102945,2023-03-31,Electronics,South,Online,2,265.97,0.1,478.75
102946,2023-03-31,Beauty & Health,North,Online,1,41.47,0.0,41.47
102947,2023-03-31,Clothing,Central,Online,1,42.11,0.0,42.11
102948,2023-03-31,Beauty & Health,East,In-Store,1,31.95,0.0,31.95
102937,2023-03-31,Electronics,North,In-Store,2,253.66,0.0,507.32
102950,2023-03-31,Beauty & Health,South,In-Store,1,37.07,0.0,37.07
102949,2023-03-31,Books & Media,South,In-Store,1,23.24,0.0,23.24
102958,2023-03-31,Sports & Outdoors,North,Online,3,45.19,0.0,135.57
102957,2023-03-31,Electronics,Central,In-Store,1,337.54,0.0,337.54
102956,2023-03-31,Beauty & Health,Central,Online,1,34.64,0.0,34.64
102959,2023-03-31,Home & Garden,West,Online,1,50.34,0.0,50.34
102954,2023-03-31,Home & Garden,North,In-Store,1,87.21,0.0,87.21
102953,2023-03-31,Clothing,South,Online,4,40.13,0.0,160.52
102952,2023-03-31,Sports & Outdoors,North,Online,4,70.18,0.0,280.72
102951,2023-03-31,Beauty & Health,West,In-Store,2,48.71,0.0,97.42
102955,2023-03-31,Clothing,West,Online,1,41.49,0.0,41.49
103015,2023-04-01,Home & Garden,West,Online,1,82.23,0.0,82.23
103024,2023-04-01,Clothing,South,In-Store,1,46.99,0.0,46.99
103016,2023-04-01,Sports & Outdoors,North,In-Store,1,64.64,0.0,64.64
103017,2023-04-01,Beauty & Health,West,Online,1,33.66,0.0,33.66
103018,2023-04-01,Home & Garden,North,Online,1,78.75,0.0,78.75
103019,2023-04-01,Electronics,South,Online,4,215.72,0.0,862.88
103020,2023-04-01,Clothing,East,Online,1,39.68,0.0,39.68
103021,2023-04-01,Clothing,East,In-Store,1,47.57,0.0,47.57
103022,2023-04-01,Books & Media,Central,Online,1,14.91,0.0,14.91
103023,2023-04-01,Home & Garden,Central,Online,1,73.46,0.0,73.46
103025,2023-04-01,Books & Media,West,In-Store,4,26.68,0.1,96.05
103031,2023-04-01,Electronics,West,In-Store,2,309.83,0.0,619.66
103027,2023-04-01,Clothing,North,In-Store,1,37.88,0.0,37.88
103028,2023-04-01,Beauty & Health,Central,Online,1,35.6,0.0,35.6
103029,2023-04-01,Home & Garden,West,In-Store,1,99.37,0.0,99.37
103030,2023-04-01,Sports & Outdoors,East,In-Store,1,59.34,0.0,59.34
103032,2023-04-01,Electronics,Central,In-Store,1,231.09,0.0,231.09
103034,2023-04-01,Electronics,South,Online,1,244.09,0.0,244.09
103035,2023-04-01,Electronics,East,In-Store,2,218.59,0.1,393.46
103036,2023-04-01,Books & Media,East,Online,2,21.81,0.0,43.62
103037,2023-04-01,Clothing,East,In-Store,1,46.58,0.0,46.58
103038,2023-04-01,Books & Media,South,Online,2,20.96,0.0,41.92
103014,2023-04-01,Clothing,West,In-Store,2,48.46,0.0,96.92
103026,2023-04-01,Beauty & Health,Central,Online,5,31.86,0.0,159.3
103013,2023-04-01,Sports & Outdoors,North,In-Store,3,68.06,0.0,204.18
103033,2023-04-01,Clothing,West,Online,1,49.06,0.1,44.15
103011,2023-04-01,Beauty & Health,South,In-Store,1,19.37,0.0,19.37
103012,2023-04-01,Clothing,North,In-Store,1,34.95,0.0,34.95
102987,2023-04-01,Clothing,West,Online,2,34.03,0.0,68.06
102989,2023-04-01,Sports & Outdoors,East,In-Store,3,32.2,0.0,96.6
102990,2023-04-01,Clothing,North,In-Store,1,37.79,0.0,37.79
102991,2023-04-01,Clothing,Central,Online,1,36.04,0.0,36.04
102992,2023-04-01,Sports & Outdoors,Central,Online,1,46.91,0.0,46.91
102993,2023-04-01,Beauty & Health,Central,In-Store,1,24.69,0.0,24.69
102994,2023-04-01,Books & Media,South,In-Store,1,18.37,0.0,18.37
102995,2023-04-01,Home & Garden,Central,In-Store,1,89.01,0.0,89.01
102996,2023-04-01,Electronics,East,Online,1,275.14,0.0,275.14
102997,2023-04-01,Beauty & Health,East,In-Store,1,39.45,0.0,39.45
102998,2023-04-01,Clothing,Central,In-Store,1,43.87,0.0,43.87
102988,2023-04-01,Home & Garden,Central,Online,1,102.7,0.0,102.7
103000,2023-04-01,Clothing,East,In-Store,1,48.47,0.0,48.47
103010,2023-04-01,Clothing,East,Online,2,45.36,0.0,90.72
102999,2023-04-01,Electronics,East,In-Store,3,249.72,0.0,749.16
103008,2023-04-01,Sports & Outdoors,Central,In-Store,1,72.18,0.0,72.18
103007,2023-04-01,Home & Garden,Central,Online,1,47.92,0.0,47.92
103006,2023-04-01,Clothing,East,In-Store,1,31.7,0.0,31.7
103009,2023-04-01,Electronics,West,Online,1,216.43,0.0,216.43
103005,2023-04-01,Clothing,West,Online,2,59.97,0.0,119.94
103004,2023-04-01,Sports & Outdoors,South,Online,1,71.67,0.0,71.67
103003,2023-04-01,Home & Garden,West,In-Store,1,90.59,0.0,90.59
103002,2023-04-01,Clothing,North,Online,1,46.24,0.0,46.24
103001,2023-04-01,Electronics,West,Online,1,222.77,0.0,222.77
103066,2023-04-02,Clothing,North,In-Store,1,37.02,0.05,35.17
103074,2023-04-02,Clothing,Central,Online,1,33.89,0.0,33.89
103067,2023-04-02,Sports & Outdoors,Central,In-Store,2,49.57,0.0,99.14
103068,2023-04-02,Sports & Outdoors,North,Online,2,60.39,0.05,114.74
103069,2023-04-02,Clothing,North,Online,1,47.35,0.0,47.35
103070,2023-04-02,Beauty & Health,East,Online,1,43.4,0.0,43.4
103071,2023-04-02,Beauty & Health,South,Online,1,26.28,0.0,26.28
103072,2023-04-02,Clothing,East,In-Store,1,44.21,0.0,44.21
103073,2023-04-02,Clothing,South,Online,2,43.58,0.0,87.16
103065,2023-04-02,Books & Media,West,In-Store,1,22.64,0.0,22.64
103075,2023-04-02,Home & Garden,South,Online,1,79.98,0.0,79.98
103081,2023-04-02,Electronics,North,Online,1,199.17,0.0,199.17
103077,2023-04-02,Books & Media,South,In-Store,3,24.36,0.0,73.08
103079,2023-04-02,Clothing,South,Online,2,36.95,0.0,73.9
103080,2023-04-02,Home & Garden,East,Online,2,103.12,0.0,206.24
103082,2023-04-02,Electronics,South,Online,1,217.35,0.0,217.35
103083,2023-04-02,Electronics,Central,Online,1,274.83,0.0,274.83
103084,2023-04-02,Books & Media,Central,In-Store,1,23.64,0.0,23.64
103085,2023-04-02,Beauty & Health,North,In-Store,5,33.94,0.0,169.7
103086,2023-04-02,Electronics,South,In-Store,1,276.63,0.0,276.63
103064,2023-04-02,Clothing,East,In-Store,1,49.82,0.0,49.82
103087,2023-04-02,Clothing,East,In-Store,2,48.47,0.0,96.94
103076,2023-04-02,Beauty & Health,South,Online,2,35.12,0.0,70.24
103063,2023-04-02,Beauty & Health,Central,In-Store,1,34.14,0.0,34.14
103078,2023-04-02,Sports & Outdoors,South,In-Store,1,36.92,0.0,36.92
103061,2023-04-02,Electronics,West,Online,1,231.68,0.0,231.68
103039,2023-04-02,Sports & Outdoors,South,Online,1,51.24,0.0,51.24
103040,2023-04-02,Home & Garden,East,Online,1,94.19,0.0,94.19
103042,2023-04-02,Books & Media,East,Online,1,18.89,0.1,17.0
103043,2023-04-02,Clothing,Central,In-Store,5,24.27,0.0,121.35
103044,2023-04-02,Clothing,Central,Online,1,27.76,0.0,27.76
103045,2023-04-02,Clothing,South,Online,1,45.06,0.0,45.06
103046,2023-04-02,Books & Media,East,Online,2,23.18,0.0,46.36
103047,2023-04-02,Sports & Outdoors,East,In-Store,1,58.61,0.0,58.61
103048,2023-04-02,Electronics,South,In-Store,2,232.2,0.0,464.4
103049,2023-04-02,Home & Garden,South,Online,2,87.25,0.0,174.5
103041,2023-04-02,Clothing,West,In-Store,1,49.7,0.0,49.7
103051,2023-04-02,Books & Media,West,In-Store,1,17.2,0.0,17.2
103050,2023-04-02,Beauty & Health,North,Online,1,40.37,0.0,40.37
103060,2023-04-02,Clothing,North,Online,1,47.53,0.0,47.53
103059,2023-04-02,Sports & Outdoors,North,Online,1,53.68,0.0,53.68
103058,2023-04-02,Sports & Outdoors,North,In-Store,1,65.28,0.0,65.28
103057,2023-04-02,Electronics,South,Online,3,189.99,0.0,569.97
103062,2023-04-02,Books & Media,North,Online,1,18.0,0.0,18.0
103055,2023-04-02,Clothing,East,Online,2,49.63,0.0,99.26
103054,2023-04-02,Home & Garden,East,In-Store,1,48.95,0.0,48.95
103053,2023-04-02,Books & Media,East,Online,3,27.01,0.0,81.03
103052,2023-04-02,Electronics,East,Online,1,299.21,0.0,299.21
103056,2023-04-02,Clothing,South,Online,1,43.19,0.0,43.19
103106,2023-04-03,Clothing,Central,Online,1,52.67,0.0,52.67
103107,2023-04-03,Home & Garden,Central,Online,2,62.46,0.0,124.92
103108,2023-04-03,Books & Media,North,Online,2,18.56,0.05,35.26
103109,2023-04-03,Clothing,North,Online,1,49.28,0.0,49.28
103110,2023-04-03,Clothing,East,In-Store,1,58.35,0.0,58.35
103111,2023-04-03,Home & Garden,West,In-Store,3,93.65,0.0,280.95
103112,2023-04-03,Electronics,East,Online,2,240.45,0.0,480.9
103115,2023-04-03,Clothing,Central,Online,1,40.2,0.0,40.2
103114,2023-04-03,Sports & Outdoors,North,Online,1,53.16,0.0,53.16
103116,2023-04-03,Electronics,Central,In-Store,2,296.29,0.0,592.58
103117,2023-04-03,Electronics,East,Online,1,161.49,0.0,161.49
103119,2023-04-03,Electronics,South,Online,1,238.13,0.0,238.13
103120,2023-04-03,Clothing,North,In-Store,1,41.38,0.0,41.38
103121,2023-04-03,Electronics,Central,Online,1,241.49,0.0,241.49
103105,2023-04-03,Clothing,Central,In-Store,1,34.38,0.0,34.38
103113,2023-04-03,Home & Garden,West,Online,1,71.78,0.0,71.78
103118,2023-04-03,Books & Media,South,Online,4,20.11,0.0,80.44
103104,2023-04-03,Books & Media,South,In-Store,1,12.72,0.0,12.72
103102,2023-04-03,Books & Media,North,In-Store,1,19.59,0.05,18.61
103103,2023-04-03,Beauty & Health,West,In-Store,1,37.52,0.0,37.52
103088,2023-04-03,Beauty & Health,East,Online,2,26.52,0.0,53.04
103089,2023-04-03,Sports & Outdoors,South,In-Store,1,83.27,0.0,83.27
103091,2023-04-03,Sports & Outdoors,South,Online,1,53.64,0.0,53.64
103092,2023-04-03,Home & Garden,North,Online,1,69.52,0.0,69.52
103093,2023-04-03,Home & Garden,East,Online,1,69.72,0.0,69.72
103094,2023-04-03,Clothing,East,Online,1,42.57,0.0,42.57
103090,2023-04-03,Beauty & Health,South,Online,1,32.52,0.0,32.52
103096,2023-04-03,Books & Media,North,In-Store,3,12.22,0.0,36.66
103097,2023-04-03,Home & Garden,East,Online,1,86.47,0.0,86.47
103098,2023-04-03,Clothing,East,Online,1,23.29,0.0,23.29
103099,2023-04-03,Electronics,East,Online,1,262.23,0.05,249.12
103100,2023-04-03,Home & Garden,South,In-Store,2,93.81,0.0,187.62
103095,2023-04-03,Clothing,East,Online,1,37.42,0.05,35.55
103101,2023-04-03,Electronics,South,Online,1,252.95,0.0,252.95
103154,2023-04-04,Beauty & Health,East,In-Store,5,38.23,0.0,191.15
103153,2023-04-04,Beauty & Health,East,In-Store,1,31.99,0.0,31.99
103152,2023-04-04,Clothing,East,In-Store,1,50.92,0.0,50.92
103151,2023-04-04,Clothing,Central,Online,1,44.99,0.0,44.99
103149,2023-04-04,Home & Garden,East,In-Store,2,91.81,0.0,183.62
103148,2023-04-04,Books & Media,West,In-Store,1,17.36,0.0,17.36
103147,2023-04-04,Home & Garden,West,Online,1,82.82,0.0,82.82
103155,2023-04-04,Books & Media,West,Online,1,23.83,0.0,23.83
103150,2023-04-04,Clothing,West,In-Store,1,48.08,0.0,48.08
103156,2023-04-04,Beauty & Health,South,Online,1,38.05,0.0,38.05
103163,2023-04-04,Home & Garden,East,Online,2,61.69,0.0,123.38
103157,2023-04-04,Books & Media,Central,In-Store,2,25.76,0.0,51.52
103158,2023-04-04,Home & Garden,East,Online,1,64.5,0.0,64.5
103159,2023-04-04,Clothing,East,In-Store,2,49.3,0.05,93.67
103160,2023-04-04,Electronics,North,Online,2,185.33,0.0,370.66
103161,2023-04-04,Beauty & Health,East,Online,4,39.4,0.0,157.6
103162,2023-04-04,Clothing,North,Online,2,47.33,0.0,94.66
103164,2023-04-04,Beauty & Health,South,Online,1,45.33,0.0,45.33
103165,2023-04-04,Books & Media,East,Online,1,23.71,0.0,23.71
103166,2023-04-04,Electronics,South,In-Store,1,214.64,0.0,214.64
103146,2023-04-04,Home & Garden,North,Online,1,95.45,0.0,95.45
103167,2023-04-04,Sports & Outdoors,South,In-Store,4,77.26,0.0,309.04
103145,2023-04-04,Electronics,Central,In-Store,1,188.98,0.0,188.98
103132,2023-04-04,Electronics,East,Online,1,279.62,0.0,279.62
103143,2023-04-04,Clothing,East,In-Store,1,50.1,0.0,50.1
103144,2023-04-04,Electronics,West,Online,1,334.78,0.0,334.78
103123,2023-04-04,Sports & Outdoors,South,In-Store,1,60.67,0.0,60.67
103124,2023-04-04,Electronics,South,In-Store,1,201.75,0.0,201.75
103125,2023-04-04,Sports & Outdoors,North,In-Store,2,57.87,0.0,115.74
103126,2023-04-04,Home & Garden,Central,In-Store,1,62.63,0.0,62.63
103127,2023-04-04,Sports & Outdoors,Central,Online,1,39.8,0.0,39.8
103128,2023-04-04,Books & Media,North,Online,1,21.52,0.0,21.52
103129,2023-04-04,Beauty & Health,East,In-Store,1,33.97,0.0,33.97
103130,2023-04-04,Sports & Outdoors,West,In-Store,1,56.73,0.0,56.73
103131,2023-04-04,Clothing,Central,Online,1,53.92,0.05,51.22
103122,2023-04-04,Beauty & Health,South,In-Store,1,40.27,0.0,40.27
103134,2023-04-04,Sports & Outdoors,South,Online,1,45.28,0.0,45.28
103133,2023-04-04,Electronics,West,In-Store,1,315.31,0.0,315.31
103141,2023-04-04,Books & Media,Central,In-Store,3,22.99,0.0,68.97
103140,2023-04-04,Clothing,East,In-Store,1,38.16,0.1,34.34
103139,2023-04-04,Electronics,South,Online,2,282.11,0.0,564.22
103142,2023-04-04,Sports & Outdoors,South,Online,1,63.56,0.0,63.56
103137,2023-04-04,Clothing,North,In-Store,2,42.27,0.0,84.54
103136,2023-04-04,Clothing,South,In-Store,1,42.42,0.0,42.42
103135,2023-04-04,Clothing,Central,In-Store,2,51.52,0.0,103.04
103138,2023-04-04,Electronics,East,Online,2,239.12,0.0,478.24
103191,2023-04-05,Home & Garden,East,Online,2,76.76,0.0,153.52
103198,2023-04-05,Home & Garden,East,Online,1,92.64,0.0,92.64
103192,2023-04-05,Home & Garden,South,In-Store,2,65.01,0.0,130.02
103193,2023-04-05,Clothing,South,In-Store,1,36.53,0.0,36.53
103194,2023-04-05,Beauty & Health,South,Online,1,25.28,0.0,25.28
103195,2023-04-05,Books & Media,South,In-Store,1,19.72,0.0,19.72
103196,2023-04-05,Sports & Outdoors,Central,In-Store,1,53.86,0.0,53.86
103197,2023-04-05,Clothing,South,Online,2,46.3,0.0,92.6
103199,2023-04-05,Beauty & Health,West,In-Store,1,32.74,0.0,32.74
103205,2023-04-05,Beauty & Health,South,In-Store,1,37.46,0.0,37.46
103202,2023-04-05,Clothing,East,Online,1,38.67,0.0,38.67
103203,2023-04-05,Electronics,South,Online,1,283.58,0.0,283.58
103204,2023-04-05,Sports & Outdoors,Central,Online,1,67.38,0.0,67.38
103206,2023-04-05,Clothing,Central,In-Store,1,49.09,0.0,49.09
103207,2023-04-05,Sports & Outdoors,North,In-Store,1,61.27,0.0,61.27
103208,2023-04-05,Clothing,West,In-Store,2,40.82,0.0,81.64
103209,2023-04-05,Clothing,East,Online,2,39.1,0.0,78.2
103190,2023-04-05,Clothing,North,In-Store,5,43.6,0.0,218.0
103200,2023-04-05,Beauty & Health,East,Online,1,39.95,0.1,35.96
103189,2023-04-05,Home & Garden,South,In-Store,1,100.56,0.0,100.56
103201,2023-04-05,Books & Media,South,Online,1,21.06,0.0,21.06
103187,2023-04-05,Clothing,East,Online,2,38.67,0.0,77.34
103168,2023-04-05,Clothing,North,Online,1,42.25,0.0,42.25
103169,2023-04-05,Sports & Outdoors,South,Online,2,71.65,0.0,143.3
103170,2023-04-05,Books & Media,South,Online,2,17.95,0.0,35.9
103188,2023-04-05,Beauty & Health,South,Online,1,34.34,0.0,34.34
103172,2023-04-05,Clothing,South,In-Store,2,57.09,0.0,114.18
103173,2023-04-05,Clothing,East,Online,3,39.06,0.0,117.18
103174,2023-04-05,Books & Media,Central,Online,1,20.71,0.0,20.71
103175,2023-04-05,Home & Garden,South,In-Store,1,71.65,0.0,71.65
103176,2023-04-05,Beauty & Health,South,Online,2,20.09,0.0,40.18
103171,2023-04-05,Beauty & Health,East,Online,1,38.56,0.0,38.56
103178,2023-04-05,Clothing,Central,In-Store,1,51.69,0.0,51.69
103179,2023-04-05,Home & Garden,West,Online,1,75.82,0.0,75.82
103180,2023-04-05,Electronics,South,In-Store,2,280.88,0.1,505.58
103181,2023-04-05,Home & Garden,Central,In-Store,1,84.36,0.0,84.36
103182,2023-04-05,Home & Garden,North,Online,1,79.84,0.0,79.84
